ID;Project Name;Camera Trap Name;Latitude;Longitude;Sampling Event;Photo Type;Photo Date;Photo time;Raw Name;Class;Order;Family;Genus;Species;Genus Species;Number of Animals;Person Identifying the Photo;Camera Serial Number;Camera Start Date;Camera End Date;Person setting up the Camera;Person picking up the Camera;Camera Manufacturer;Camera Model;Sequence Info;Moon Phase;Temperature;Flash;Organization Name
94;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:39;03070013.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
95;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:40;03070014.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
96;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:41;03070015.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
97;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:42;03070016.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
98;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:43;03070017.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
99;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:44;03070018.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
100;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:45;03070019.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
101;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:46;03070020.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
102;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:47;03070021.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
103;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Setup/Pickup;2019-03-07;18:23:48;03070022.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
104;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-08;08:25:39;03080023.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;tricolor;Atlapetes tricolor;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
105;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-08;08:25:46;03080024.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;tricolor;Atlapetes tricolor;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
106;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-08;08:25:55;03080025.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;tricolor;Atlapetes tricolor;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
107;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-08;08:26:04;03080026.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;tricolor;Atlapetes tricolor;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
108;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-08;20:41:14;03080027.JPG;MAMMALIA;CARNIVORA;PROCYONIDAE;Nasuella;olivacea;Nasuella olivacea;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
109;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-09;17:48:51;03090028.JPG;AVES;PASSERIFORMES;EMBERIZIDAE;Atlapetes;pallidinucha;Atlapetes pallidinucha;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
110;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;10:56:44;03110029.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
111;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:28;03110030.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
112;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:34;03110031.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
113;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:38;03110032.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
114;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:40;03110033.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
115;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:42;03110034.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
116;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:43;03110035.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
117;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:44;03110036.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
118;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:45;03110037.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
119;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:46;03110038.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
120;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:47;03110039.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
121;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:49;03110040.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
122;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:50;03110041.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
123;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:51;03110042.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
124;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:52;03110043.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
125;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:53;03110044.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
126;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:55;03110045.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
127;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:58;03110046.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
128;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:00:59;03110047.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
129;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:01:04;03110048.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
130;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;12:01:10;03110049.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
131;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Blank;2019-03-11;16:01:41;03110050.JPG;;;;;; ;;;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
132;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-13;12:03:07;03130260.JPG;AVES;PASSERIFORMES;TURDIDAE;Turdus;unknown;Turdus unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
133;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-13;12:03:07;03130261.JPG;AVES;PASSERIFORMES;TURDIDAE;Turdus;unknown;Turdus unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
134;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-13;12:03:09;03130262.JPG;AVES;PASSERIFORMES;TURDIDAE;Turdus;unknown;Turdus unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
135;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-13;12:03:20;03130263.JPG;AVES;PASSERIFORMES;TURDIDAE;Turdus;unknown;Turdus unknown;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
136;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:29:56;03140264.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
137;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:29:58;03140265.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
138;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:00;03140266.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
139;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:01;03140267.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
140;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:01;03140268.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
141;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:03;03140269.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
142;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:03;03140270.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
143;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:04;03140271.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
144;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:06;03140272.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
145;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:06;03140273.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
146;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:07;03140274.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
147;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:12;03140275.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
148;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:13;03140276.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
149;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:14;03140277.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
150;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:15;03140278.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
151;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:17;03140279.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
152;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:18;03140280.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
153;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:19;03140281.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
154;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:20;03140282.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
155;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:21;03140283.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
156;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:22;03140284.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
157;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:23;03140285.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
158;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:24;03140286.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
159;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:25;03140287.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
160;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:26;03140288.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
161;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:27;03140289.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
162;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:28;03140290.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
163;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:29;03140291.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
164;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:31;03140292.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
165;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:31;03140293.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
166;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:33;03140294.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
167;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:34;03140295.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
168;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:37;03140296.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
169;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:40;03140297.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
170;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:41;03140298.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
171;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:42;03140299.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
172;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:43;03140300.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
173;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:44;03140301.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
174;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:45;03140302.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
175;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:46;03140303.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
176;Mountain Tapir;CT-LC-2-02;-77.147101;0.953796;Marzo 2019;Animal;2019-03-14;05:30:47;03140304.JPG;MAMMALIA;PERISSODACTYLA;TAPIRIDAE;Tapirus;pinchaque;Tapirus pinchaque;1;Laura Jaimes;B160533677;2019-03-07;2019-06-05;Juan Sanchez;Juan Sanchez;Bushnell;Trophy Cam HD;;;;0;
