ID,Name,description,lon,lat
119,Casa,NA,-75.3403064142491, 5.87668166943788
120,Casa,NA,-75.3387433560858, 5.87793738460039
121,Casa,NA,-75.3425474258967, 5.87065150378444
122,Casa,NA,-75.3553389402839, 5.86572016195673
123,Casa,NA,-75.3560723050503, 5.86083442837347
124,Casa,NA,-75.3603286696355, 5.8644313515604
125,Casa,NA,-75.3568181605372, 5.87032675087716
126,Casa,NA,-75.3583463584217, 5.86670855161396
127,Casa,NA,-75.3864073774852, 5.86350029638356
128,Casa,NA,-75.3890238376491, 5.86425622955737
129,Casa,NA,-75.3865588318153, 5.86523344620377
130,Casa,NA,-75.3895448965699, 5.86183829779952
131,Casa,NA,-75.4185094650984, 5.91567953427517
132,Casa,NA,-75.4199595337656, 5.91326860690994
133,Casa,NA,-75.4159552340624, 5.91545416931073
134,Casa,NA,-75.4160146003273, 5.91398778374905
135,Casa,NA,-75.4134262462584, 5.91531084926119
136,Casa,NA,-75.4130223014428, 5.91511833969229
137,Casa,NA,-75.4143468844923, 5.92932598047004
138,Casa,NA,-75.4144407967329, 5.9297437305782
139,Casa,NA,-75.4145273218516, 5.926949419287
140,Casa,NA,-75.4155468883335, 5.92849130387065
141,Casa,NA,-75.424793504296, 5.92621051788803
142,Casa,NA,-75.4242631455251, 5.9247186174119
143,Casa,NA,-75.4233300386153, 5.92805458370909
144,Casa,NA,-75.4231172874393, 5.92993764034013
145,Casa,NA,-75.4075215490706, 5.94189131650655
146,Casa,NA,-75.4077067506113, 5.9427503579958
147,Casa,NA,-75.4097126296344, 5.94139052164515
148,Casa,NA,-75.4103929610534, 5.94120439803096
149,Casa,NA,-75.4046448758615, 5.95233279538355
150,Casa,NA,-75.4051993792845, 5.94874037642432
151,Casa,NA,-75.4033956823168, 5.95262474520803
152,Casa,NA,-75.3927731772617, 5.95919622588611
153,Casa,NA,-75.3936293590307, 5.9622838940963
154,Casa,NA,-75.3938858131707, 5.96093127810272
155,Casa,NA,-75.3929083290539, 5.96182297959088
156,Casa,NA,-75.3881449760405, 5.96295556848933
157,Casa,NA,-75.3636232162646, 5.94291519397229
158,Casa,NA,-75.3663346999045, 5.94777351571975
159,Casa,NA,-75.3840969734921, 5.98585681317743
160,Casa,NA,-75.3835405154221, 5.98581649376249
161,Casa,NA,-75.3854446627217, 5.98313710089708
162,Casa,NA,-75.4160878767597, 5.97386218407776
163,Casa,NA,-75.4165272382104, 5.97331403618478
164,Casa,NA,-75.421862401486, 5.97218448705002
165,Casa,NA,-75.4227683789184, 5.97362415615424
166,Casa,NA,-75.4195274871146, 5.96929900584487
167,Casa,NA,-75.421154935916, 5.96946647612743
168,Casa,NA,-75.6003475920657, 4.75552008830524
169,Casa,NA,-75.5966545038197, 4.75290172842279
170,Casa,NA,-75.5973442494296, 4.75552678981501
171,Casa,NA,-75.597460102947, 4.75632853812037
172,Casa,NA,-75.5959984415354, 4.75534686219292
173,Casa,NA,-75.5962017190185, 4.75567498577105
174,Casa,NA,-75.5962296382433, 4.7560367124681
175,Casa,NA,-75.5969260157614, 4.76728039848386
176,Casa,NA,-75.5908817921696, 4.76878071991935
177,Casa,NA,-75.6061537634178, 4.76462212725
178,Casa,NA,-75.6058885999207, 4.76478485829404
179,Casa,NA,-75.6057344758751, 4.76246091065962
180,Casa,NA,-75.5820184981404, 4.8075153579183
181,Casa,NA,-75.5817949677036, 4.80619578576806
182,Casa,NA,-75.5831191294712, 4.8045809242568
183,Casa,NA,-75.5713072496146, 4.82138972180199
184,Casa,NA,-75.5730315164386, 4.82145051207113
185,Casa,NA,-75.5735828705178, 4.81916563773963
186,Casa,NA,-75.5699612401308, 4.82642324354079
187,Casa,NA,-75.5740118014393, 4.82586992323922
188,Casa,NA,-75.5736043343746, 4.82853724836952
189,Casa,NA,-75.575385698691, 4.82790756554364
190,Casa,NA,-75.5716961376732, 4.82963921004915
191,Casa,NA,-75.4546833992635, 4.73333596972184
192,Casa,NA,-75.45263642587, 4.73192329287567
193,Casa,NA,-75.5004546923016, 4.66133651935729
194,Casa,NA,-75.5594947940809, 4.66182434960261
195,Casa,NA,-75.5622088557686, 4.66144957430889
196,Casa,NA,-75.6008576007194, 4.75148466297465
197,Casa,NA,-77.15632,-0.98924
198,Casa,NA,-77.15383,-0.96788
199,Casa,NA,-77.16010,-0.97283
200,Casa,NA,-77.17456,1.01544
201,Casa,NA,-77.17977,1.01326
202,Casa,NA,-77.17050,1.02510
203,Casa,NA,-77.16778,1.02753
204,Casa,NA,-77.16458,1.03276
205,Casa,NA,-77.16038,1.03726
206,Casa,NA,-77.16407,1.04351
207,Casa,NA,-77.15198,1.05096
208,Casa,NA,-77.14333,1.05954
209,Casa,NA,-77.13724,1.06092
210,Casa,NA,-77.12153,1.06301
211,Casa,NA,-77.11739,1.05785
212,Casa,NA,-77.12116,1.01819
213,Casa,NA,-77.09363,1.01184
214,Casa,NA,-76.33394,1.80633
215,Casa,NA,-76.33129,1.81010
216,Casa,NA,-76.33202,1.75769
